Edep_bin_keV,PE_count,PE_mean,PE_std,SignalPE_count,SignalPE_mean,SignalPE_std,PE_resolution,SignalPE_resolution
435.0,110,257.6818181818182,20.67881592007983,110,194.96363636363637,13.71259868888225,0.08024941792939783,0.07033413483992575
437.0,112,258.125,21.649594798862996,112,194.75892857142858,15.175398260184553,0.08387252222319805,0.07791888347043827
439.0,95,261.82105263157894,19.286186737667432,95,196.17894736842106,11.860876996896069,0.07366171109550139,0.06045947924586181
441.0,88,255.98863636363637,20.113753696769148,88,194.51136363636363,14.009844090940321,0.07857283816378945,0.07202583864010915
443.0,80,259.0875,21.39395025690526,80,196.3125,14.571164301932908,0.08257422784543933,0.07422433264276553
445.0,100,264.84,19.34937683333451,100,199.26,15.16083470957022,0.0730606284297482,0.07608569060308251
447.0,120,263.5,22.574247244492167,120,198.44166666666666,15.292550959403027,0.08567076753127957,0.07706320560737258
449.0,92,265.1630434782609,20.762538737140883,92,200.16304347826087,14.143904969219376,0.07830102741614926,0.07066192001999362
451.0,106,266.54716981132077,21.533642372309163,106,199.83962264150944,13.592110311257306,0.08078736077952754,0.06801509196021689
453.0,75,265.02666666666664,22.70550197242553,75,199.4,14.741924037394996,0.08567251838466142,0.07393141443026578
455.0,57,271.12280701754383,29.373864826357018,57,204.01754385964912,23.047692190070155,0.10834154879658019,0.11296916801393059
457.0,57,269.49122807017545,20.1814295888727,57,203.89473684210526,13.639077538097125,0.07488714839956669,0.06689273960347067
459.0,52,267.86538461538464,22.406256869633403,52,201.80769230769232,13.27394390251061,0.08364745187888124,0.06577521278164204
461.0,59,272.271186440678,20.088451398815494,59,206.4406779661017,11.696258149718266,0.07378104037164554,0.05665675129994891
463.0,66,276.8939393939394,19.790540699169917,66,208.5909090909091,12.778560497630727,0.07147336175897206,0.061261349084305076
465.0,75,273.81333333333333,19.737256123364244,75,206.54666666666665,14.105100987723345,0.07208288903643933,0.06829014099020406
